Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
30197:23	it would average out to thirty-five or forty dollars a night which --n403b7b is a reasonable rate.	###SpeakerB64*t64 . ###And \[ whe- , \+ when \] I finally got over there -N403558 , it had fallen , uh , two or three francs to the dollar . E_S ###So the , E_S ###SpeakerA65*t65 . ###Wow . E_S ###SpeakerB66*t66 . ###So , I got caught -N4036DE a little short in that regard , E_S ###SpeakerA67*t67 . ###Wow . E_S ###SpeakerB68*t68 . ###but , uh uh , \[ I , \+ I \] was anticipating , you know , -NONE- my room would cost , uh , -NONE- let 's say E_S ###SpeakerA69*t69 . ###Yeah . E_S ###SpeakerB70*t70 . ###if it were , say sixty or seventy francs a night that would mean -NONE- it would be about ten dollars or so , or maybe twenty dolls- , E_S ###SpeakerA71*t71 . ###Right . E_S ###SpeakerB72*t72 . ###maybe it would be more than that . E_S ###It was more than . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
30887:42	you know they're usually not, not that great or didn't do that great anyway.	###and he starts out by -N4023B7 fighting -N4023C2 to make money , E_S ###and then he moves on to L A to \[ where that , \+ where she \] is -N40248D -N402494 to just help him out . E_S ###SpeakerB42*t42 . ###Uh-huh . E_S ###SpeakerA43*t43 . ###\[ It was really , \+ I mean the Hollywood really must \] think -NONE- there 's some real dummies out there or something . E_S ###I do n't know . E_S ###SpeakerB44*t44 . ###Yeah , E_S ###\[ I have n't heard , \+ I had n't heard \] much about that movie . E_S ###I , E_S ###other than -NONE- it was a -NONE- chop them up movie . E_S ###But , uh , well , I guess -NONE- that 's one -NONE- I wo n't go -N402950 see -N40295B . E_S ###SpeakerA45*t45 . ###Well , it was worth the buck I guess -NONE- -N402A51 . E_S ###SpeakerB46*t46 . ###Oh , you went to the dollar movie . E_S ###Yeah . E_S ###Yeah , E_S ###they show up at the dollar movie right after they \[ get , \+ come \] out . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
30997:16	i read about one or two thick novels like that a year. you know,	###SpeakerB78*t78 . ###Have you seen that one . E_S ###SpeakerA79*t79 . ###Yes , E_S ###I have -NONE- . E_S ###That was pretty good . E_S ###SpeakerB80*t80 . ###Yeah , E_S ###I read the book before E_S ###so I knew the story line -N4044A7 going in , E_S ###but they changed some things in the movie . E_S ###It was n't the same . E_S ###I thought -NONE- the book was better than the movie , E_S ###but I thought -NONE- the movie was really good as well . E_S ###SpeakerA81*t81 . ###I always wait for the movie . E_S ###I do n't have time -NONE- -N404757 to read the book -N40476E . E_S ###SpeakerB82*t82 . ###Yeah . E_S ###I do n't , E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
31165:126	but, uh, --n4003d4 being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what --n400443's the matter with either their kids or the school system.	###Adios . E_S ###SpeakerB144*t143 . ###SpeakerB1*t1 . ###Okay . E_S ###Well , E_S ###SpeakerA2*t2 . ###First of all , I want -N400062 to tell you -NONE- I have two little kids , E_S ###but they 're not in public school yet . E_S ###\[ I , \+ I \] get , \+ I get \] that experience -NONE- starting next fall with kindergarten . E_S ###SpeakerB3*t3 . ###Ah . E_S ###SpeakerA4*t3 . ###SpeakerB5*t5 . ###Yeah . E_S ###SpeakerA6*t6 . ###Yeah . E_S ###SpeakerB7*t7 . ###So you have n't really , uh , dealt with that in a sense . E_S ###SpeakerA8*t8 . ###No . E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
31180:140	and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about --n40084f that --n40085a was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what --n4008d9's happening up there, you know, type thing.	###Yeah . E_S ###SpeakerB7*t7 . ###So you have n't really , uh , dealt with that in a sense . E_S ###SpeakerA8*t8 . ###No . E_S ###But , uh , -N4003D4 being one of these late in life mothers , I 've listened to everybody else 's , you know , complaints as to \[ wha- , \+ what -N400443 's \] the matter with either their kids or the school system . E_S ###SpeakerB9*t8 . ###SpeakerB11*t11 . ###Yeah . E_S ###SpeakerA12*t12 . ###So I 've been surprised . E_S ###SpeakerB13*t13 . ###Yeah . E_S ###SpeakerA14*t14 . ###\[ Do , \+ are , \] \+ do \] you have school age kids . E_S ###SpeakerB15*t15 . ###Uh , mine are both out of school . E_S ###SpeakerA16*t16 . ###Oh . E_S ###SpeakerB17*t17 . 	yes	yes	no	no	no	no	no	no	yes	S	no
31185:89	uh, well, just over the years there were situations that, uh, uh, --n400c57 came up that i didn't think --n400c7e were fair or handled --n400c95 correctly	###But , uh , -N4003D4 being one of these late in life mothers , I 've listened to everybody else 's , you know , complaints as to \[ wha- , \+ what -N400443 's \] the matter with either their kids or the school system . E_S ###SpeakerB9*t8 . ###SpeakerB11*t11 . ###Yeah . E_S ###SpeakerA12*t12 . ###So I 've been surprised . E_S ###SpeakerB13*t13 . ###Yeah . E_S ###SpeakerA14*t14 . ###\[ Do , \+ are , \] \+ do \] you have school age kids . E_S ###SpeakerB15*t15 . ###Uh , mine are both out of school . E_S ###SpeakerA16*t16 . ###Oh . E_S ###SpeakerB17*t17 . ###And , uh , you know , \[ I , \+ I 've , \] in hindsight , seen some things that I wished that , you know , I had done something about -N40084F that -N40085A was , you know , within my power or , uh , you know , wish that in some ways we , as parents , had more control over what -N4008D9 's happening up there , you know , type thing . E_S ###SpeakerA18*t17 . ###SpeakerA20*t20 . ###Such as -NONE- . E_S ###SpeakerB21*t21 . 	yes	yes	no	no	no	no	no	no	yes	S	no
31200:26	it --n40149a was told --n4014a9 to me or suggested --n4014c0 to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people --n4015cb to teach math and sciences.	###And , uh , you know , \[ I , \+ I 've , \] in hindsight , seen some things that I wished that , you know , I had done something about -N40084F that -N40085A was , you know , within my power or , uh , you know , wish that in some ways we , as parents , had more control over what -N4008D9 's happening up there , you know , type thing . E_S ###SpeakerA18*t17 . ###SpeakerA20*t20 . ###Such as -NONE- . E_S ###SpeakerB21*t21 . ###Uh , well , just over the years there were situations that , uh , uh , -N400C57 came up that I did n't think -NONE- -N400C7E were fair or handled -N400C95 correctly E_S ###or the teachers did n't seem -N400DE7 to be teaching anything . E_S ###Of course , it -N400E78 's a little hard -NONE- to tell from the information that you get -N400EB3 from your child , you know . E_S ###SpeakerA22*t22 . ###Uh-huh . E_S ###SpeakerB23*t23 . ###\[ They , \+ they \] bring things home E_S ###and I was never one -NONE- -N401079 to believe everything -NONE- my kids said -N40109C , you know , about something . E_S ###SpeakerA24*t23 . ###SpeakerB25*t25 . ###But , uh , still \[ I , \+ I \] questioned the ability of some of the teachers -NONE- to , uh , really do a bang-up job , E_S ###and yet others -NONE- I know -N401317 are just wonderful . E_S ###SpeakerA26*t26 . ###Well , I heard \[ a , \+ a \] frightening thing . E_S ###Actually , I did n't hear it . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
31205:60	and there's always going --n401a1c to be, you know, somebody having a need for a math or science teacher.	###Uh , well , just over the years there were situations that , uh , uh , -N400C57 came up that I did n't think -NONE- -N400C7E were fair or handled -N400C95 correctly E_S ###or the teachers did n't seem -N400DE7 to be teaching anything . E_S ###Of course , it -N400E78 's a little hard -NONE- to tell from the information that you get -N400EB3 from your child , you know . E_S ###SpeakerA22*t22 . ###Uh-huh . E_S ###SpeakerB23*t23 . ###\[ They , \+ they \] bring things home E_S ###and I was never one -NONE- -N401079 to believe everything -NONE- my kids said -N40109C , you know , about something . E_S ###SpeakerA24*t23 . ###SpeakerB25*t25 . ###But , uh , still \[ I , \+ I \] questioned the ability of some of the teachers -NONE- to , uh , really do a bang-up job , E_S ###and yet others -NONE- I know -N401317 are just wonderful . E_S ###SpeakerA26*t26 . ###Well , I heard \[ a , \+ a \] frightening thing . E_S ###Actually , I did n't hear it . E_S ###It -N40149A was told -N4014A9 to me or suggested -N4014C0 to me , uh , that -NONE- to work as a teacher in the public school systems in the state of Texas , and I think -NONE- it 's similar \[ in , \+ in \] many other states , if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of , uh , people -NONE- -N4015CB to teach math and sciences . E_S ###SpeakerB27*t27 . ###Huh . E_S ###SpeakerA28*t28 . ###And somebody said , well , you know , you could go in \[ and , \+ and \] substitute teach at seventy-five dollars a day E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
31223:100	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act --n402167 and, and the way they are sometimes disinterested in what --n40219e's going on in the class and disruptive --n4021c5.	###SpeakerA28*t28 . ###And somebody said , well , you know , you could go in \[ and , \+ and \] substitute teach at seventy-five dollars a day E_S ###and there 's always going -N401A1C to be , you know , somebody having a need for a math or science teacher . E_S ###I thought , Christ , they 're letting me in , -NONE- to , you know , E_S ###SpeakerB29*t29 . ###Yeah . E_S ###SpeakerA30*t30 . ###\[ this would be , \+ this would be \] frightening . E_S ###I do n't know anything about it . E_S ###SpeakerB31*t31 . ###That 's pretty interesting \[ because just , \+ just because \] you know a subject matter does n't mean -NONE- you can teach it . E_S ###SpeakerA32*t31 . ###SpeakerA34*t34 . ###Right . E_S ###SpeakerB35*t34 . ###SpeakerA36*t36 . ###Right . E_S ###And even if I knew how -NONE- to teach the subject matter -N401ED3 , I do n't know if I 'd know how -NONE- to handle that kind of \[ a , \+ a \] group of kids -N401F32 . E_S ###SpeakerB37*t37 . ###Oh , yeah . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
31268:79	the people that --n403888 took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable	###I thought , well , \[ how do you , \+ how do you \] weed those out -N403057 . E_S ###SpeakerB47*t47 . ###Yes . E_S ###Some of those certainly have a lot of \[ dis- , \+ difficulties , \] you know , with , uh , all sorts of things , E_S ###SpeakerA48*t47 . ###SpeakerB49*t49 . ###and I would imagine -NONE- their learning disabilities are quite large in some cases . E_S ###SpeakerA50*t50 . ###When I was listening to N P R , the National Public Radio -N403374 , E_S ###and they 've quoted statistics that \[ I just about , \+ \] my throat just about fell into my toes -N403440 . E_S ###They said -NONE- at the bottom of the S A T scores of graduating college seniors are usually -N40356E those people that -N403581 go into education . E_S ###SpeakerB51*t51 . ###Oh , wow . E_S ###SpeakerA52*t52 . ###Yes . E_S ###SpeakerB53*t53 . ###That 's encouraging . E_S ###SpeakerA54*t54 . ###Yes . E_S ###\[ And I , \+ and \[ I , \+ I \] got to -N403757 thinking back when I was teaching college chemistry -N40377E , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
31292:58	and i keep --n404471 thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies.	###SpeakerB55*t55 . ###Yeah . E_S ###SpeakerA56*t56 . ###I do n't know . E_S ###SpeakerB57*t57 . ###Well , \[ that 's , \+ you know , that 's \] an idea . E_S ###Maybe there need -N403E0F to be some radical changes made -NONE- . E_S ###-NONE- Do some things that -N403EBC are totally different and unheard of . E_S ###SpeakerA58*t58 . ###Well , you know , \[ you , \+ you \] sit here E_S ###and you think about that . E_S ###At the same time you think , God , I hope -NONE- I do n't sound like a stage mother because , right now if you ask my friends t- , put twenty mothers in a room and ask them how many -N4040FF have gifted children , you 're going -N404122 to have twenty hands , you know , up there . E_S ###SpeakerB59*t58 . ###SpeakerB61*t61 . ###Oh , you 're kidding . E_S ###SpeakerA62*t62 . ###Oh , no . E_S ###\[ Nobody has , \+ nobody has \] a nongifted child . E_S ###SpeakerB63*t62 . ###SpeakerA64*t64 . 	yes	yes	no	no	no	no	no	no	yes	S	no
31336:20	can they convey the data verbally or in writing.	###And I read it E_S ###and while it had , you know , a few little grammatical problems , it was n't very long and so forth . I thought -NONE- it had some nice , well thought out , uh , parts to it . E_S ###SpeakerA72*t72 . ###Uh-huh . E_S ###SpeakerB73*t73 . ###She gave him an F on that paper . E_S ###And I thought , well now , here you have a student who -N4052C9 is trying -N4052D8 to pass , who -N4052EF is struggling with your subject E_S ###and you give them an F on something that -N405433 does n't seem that bad to me . E_S ###What are you telling that student -N405514 . E_S ###You 're telling them that , hey , you might as well forget it , you know . E_S ###SpeakerA74*t74 . ###Well , you see , I think -NONE- \[ that , \+ that \] harks right back to the elementary and junior high years . E_S ###Because I have a stepson -N405786 now who -N405795 's twenty-five E_S ###and , uh , I was just absolutely shocked , uh , the first time that I saw his schoolwork -N40586F . E_S ###Uh , I remember -N405932 being , you know , taught -N405951 , E_S ###and I think , you know , you have -N4059FB to teach how -NONE- to write an answer -N405A22 and , you know , how -NONE- to construct a thought process -N405A59 . E_S ###SpeakerB75*t75 . ###Uh-huh . E_S ###SpeakerA76*t76 . ###And , you know , \[ they can get a , \+ they can \] grasp the points . E_S 	yes	yes	no	no	no	no	no	no	yes	SQ	no
31347:55	well, my stepson, you know, i, he went into the navy or air force.	###Well , you see , I think -NONE- \[ that , \+ that \] harks right back to the elementary and junior high years . E_S ###Because I have a stepson -N405786 now who -N405795 's twenty-five E_S ###and , uh , I was just absolutely shocked , uh , the first time that I saw his schoolwork -N40586F . E_S ###Uh , I remember -N405932 being , you know , taught -N405951 , E_S ###and I think , you know , you have -N4059FB to teach how -NONE- to write an answer -N405A22 and , you know , how -NONE- to construct a thought process -N405A59 . E_S ###SpeakerB75*t75 . ###Uh-huh . E_S ###SpeakerA76*t76 . ###And , you know , \[ they can get a , \+ they can \] grasp the points . E_S ###Can they convey the data verbally or in writing . E_S ###And that 's what -N405D36 's , you know , really scary to me . E_S ###Uh , I would really , you know , E_S ###there 's such \[ a , \+ a \] push among young mothers these days -N405EA1 to make -NONE- sure -NONE- their child is computer literate . E_S ###I would really think that they should be stressing more can the kid write a thought and at an early age . E_S ###And if they ca n't -NONE- , I mean if they have missed that training , then somebody , you know , before \[ you 're , \+ you 're \] start -N406141 penalizing them with bad grades for -N406160 not being able -N406173 to communicate what they 're thinking -N406192 , teach them these basic skills . E_S ###SpeakerB77*t77 . ###Yeah . E_S ###It -N4063E9 's pretty sad -NONE- to think , uh , about those who , even today , -N406430 are graduating from school E_S ###and they are telling that they do n't know how -NONE- to read -N406550 , you know . E_S ###SpeakerA78*t78 . 	yes	yes	no	no	no	no	no	no	yes	S	no
